C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_507.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_507.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_507.jpg,0,1,0,2.949304
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_576.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_576.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_576.jpg,0,1,0,3.658305
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_646.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_646.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_646.jpg,-0.15,1,0,4.593013
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_716.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_716.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_716.jpg,-0.3,1,0,5.279138
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_783.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_783.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_783.jpg,0,1,0,6.177523
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_851.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_851.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_851.jpg,0,1,0,6.863236
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_918.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_918.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_918.jpg,0,1,0,7.547124
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_06_987.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_06_987.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_06_987.jpg,0,1,0,8.453054
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_056.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_056.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_056.jpg,0,1,0,9.127882
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_124.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_124.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_124.jpg,0,1,0,10.02148
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_192.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_192.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_192.jpg,0,1,0,10.68706
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_261.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_261.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_261.jpg,-0.1,1,0,11.34624
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_331.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_331.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_331.jpg,-0.3,1,0,11.9952
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_398.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_398.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_398.jpg,-0.45,1,0,12.93123
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_467.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_467.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_467.jpg,0,1,0,13.64226
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_536.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_536.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_536.jpg,0,1,0,14.25271
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_604.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_604.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_604.jpg,0,1,0,15.14745
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_671.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_671.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_671.jpg,0,1,0,15.67834
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_740.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_740.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_740.jpg,0,1,0,16.44015
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_809.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_809.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_809.jpg,-0.05,1,0,17.29019
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_877.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_877.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_877.jpg,-0.2,1,0,17.7341
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_07_947.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_07_947.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_07_947.jpg,-0.4,1,0,18.50176
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_014.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_014.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_014.jpg,0,1,0,19.25053
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_083.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_083.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_083.jpg,0,1,0,20.04835
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_153.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_153.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_153.jpg,0,1,0,20.55261
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_222.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_222.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_222.jpg,0,1,0,21.3697
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_289.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_289.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_289.jpg,0,1,0,22.02205
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_359.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_359.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_359.jpg,0,1,0,22.57957
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_429.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_429.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_429.jpg,0,1,0,23.37334
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_496.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_496.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_496.jpg,0,1,0,23.96747
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_564.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_564.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_564.jpg,0,1,0,24.74006
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_633.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_633.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_633.jpg,0,1,0,25.31589
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_701.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_701.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_701.jpg,0,1,0,25.88957
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_770.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_770.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_770.jpg,0,1,0,26.6486
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_839.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_839.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_839.jpg,0,1,0,27.21391
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_909.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_909.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_909.jpg,-0.15,1,0,27.95342
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_08_978.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_08_978.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_08_978.jpg,-0.3,1,0,28.46684
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_047.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_047.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_047.jpg,0,1,0,29.14093
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_117.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_117.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_117.jpg,0,1,0,29.68569
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_185.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_185.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_185.jpg,0,1,0,30.19142
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_252.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_252.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_252.jpg,0,1,0,30.19018
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_321.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_321.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_321.jpg,0,1,0,30.19026
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_389.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_389.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_389.jpg,0,1,0,30.19028
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_458.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_458.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_458.jpg,0,1,0,30.19029
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_527.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_527.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_527.jpg,0,1,0,30.1903
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_597.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_597.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_597.jpg,0,1,0,30.19039
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_665.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_665.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_665.jpg,0,1,0,30.19031
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_732.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_732.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_732.jpg,0,1,0,30.19029
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_801.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_801.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_801.jpg,0.1,1,0,30.18768
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_870.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_870.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_870.jpg,0,1,0,30.18589
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_09_939.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_09_939.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_09_939.jpg,0,1,0,30.19013
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_007.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_007.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_007.jpg,0,1,0,30.19021
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_076.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_076.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_076.jpg,0,1,0,30.19026
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_144.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_144.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_144.jpg,0,1,0,30.19029
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_212.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_212.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_212.jpg,0,1,0,30.19031
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_281.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_281.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_281.jpg,0,1,0,30.1902
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_352.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_352.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_352.jpg,0,1,0,30.19028
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_419.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_419.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_419.jpg,0,1,0,30.19027
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_489.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_489.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_489.jpg,0,1,0,30.19027
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_558.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_558.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_558.jpg,0,1,0,30.19021
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_627.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_627.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_627.jpg,0,1,0,30.19024
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_696.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_696.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_696.jpg,0,1,0,30.19028
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_765.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_765.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_765.jpg,0,1,0,30.19023
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_835.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_835.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_835.jpg,0,1,0,30.19025
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_905.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_905.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_905.jpg,0,1,0,30.19025
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_10_973.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_10_973.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_10_973.jpg,0,1,0,30.19011
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_043.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_043.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_043.jpg,0,1,0,30.19043
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_113.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_113.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_113.jpg,0,1,0,30.19036
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_181.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_181.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_181.jpg,0,1,0,30.18942
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_250.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_250.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_250.jpg,0,1,0,30.19063
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_318.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_318.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_318.jpg,0,1,0,30.19034
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_388.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_388.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_388.jpg,0,1,0,30.19024
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_456.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_456.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_456.jpg,0,1,0,30.1907
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_523.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_523.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_523.jpg,0,1,0,30.19027
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_592.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_592.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_592.jpg,0,1,0,30.1903
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_661.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_661.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_661.jpg,0,1,0,30.1903
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_730.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_730.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_730.jpg,0,1,0,30.19031
C:\Users\Bastian\Desktop\Selfdriving\IMG\center_2021_08_09_15_13_11_798.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\left_2021_08_09_15_13_11_798.jpg,C:\Users\Bastian\Desktop\Selfdriving\IMG\right_2021_08_09_15_13_11_798.jpg,0,1,0,30.19031
